,Date,Distance,Calories,Avg HR,Avg Run Cadence,Avg Pace,Best Pace,Avg Stride Length,Elapsed Time,Avg Speed,Best Speed,Count,isInjured
580,2020-03-15 15:50:00,4.49,415.0,162.0,154,7.616666666666667,4.7,1.36,34.2,7.877461706783369,12.76595744680851,1,0
579,2020-03-16 12:31:00,3.99,363.0,157.0,156,7.7,3.1666666666666665,1.33,30.7,7.792207792207792,18.947368421052634,1,0
578,2020-03-19 12:59:00,3.01,278.0,155.0,156,7.866666666666667,3.6666666666666665,1.31,23.983333333333334,7.627118644067796,16.363636363636363,1,0
577,2020-03-25 12:52:00,3.67,318.0,159.0,154,7.333333333333333,6.016666666666667,1.43,26.9,8.181818181818182,9.97229916897507,1,0
576,2020-03-27 16:30:00,3.38,291.0,163.0,156,7.116666666666666,6.05,1.44,24.1,8.430913348946136,9.917355371900827,1,0
574,2020-03-30 15:19:00,4.01,337.0,158.0,158,7.116666666666666,1.3333333333333333,1.43,29.016666666666666,8.430913348946136,45.0,1,0
573,2020-03-31 12:21:00,3.34,300.0,167.0,158,7.033333333333333,6.4,1.45,23.516666666666666,8.530805687203792,9.375,1,0
572,2020-04-01 13:40:00,3.01,274.0,172.0,156,7.05,6.55,1.46,21.183333333333334,8.51063829787234,9.160305343511451,1,0
571,2020-04-02 10:31:00,5.02,488.0,171.0,158,7.65,5.566666666666666,1.34,42.56666666666667,7.8431372549019605,10.778443113772456,1,0
570,2020-04-03 10:43:00,4.01,360.0,174.0,156,6.933333333333334,5.966666666666667,1.48,27.8,8.653846153846153,10.05586592178771,1,0
569,2020-04-05 11:02:00,7.01,611.0,160.0,158,7.583333333333333,5.65,1.35,54.93333333333333,7.912087912087912,10.619469026548671,1,0
568,2020-04-06 14:02:00,4.01,350.0,168.0,156,6.983333333333333,1.9833333333333334,1.48,28.0,8.591885441527447,30.252100840336134,1,0
567,2020-04-07 11:33:00,6.01,546.0,165.0,158,7.5,6.033333333333333,1.36,50.18333333333333,8.0,9.94475138121547,1,0
566,2020-04-08 13:20:00,3.01,246.0,161.0,156,6.833333333333333,6.016666666666667,1.5,22.266666666666666,8.78048780487805,9.97229916897507,1,0
565,2020-04-09 14:35:00,6.01,498.0,159.0,158,7.133333333333334,6.316666666666666,1.44,48.43333333333333,8.411214953271028,9.49868073878628,1,0
564,2020-04-10 18:14:00,6.01,513.0,162.0,156,6.966666666666667,6.216666666666667,1.48,43.88333333333333,8.61244019138756,9.651474530831099,1,0
563,2020-04-11 12:05:00,3.5,313.0,168.0,156,6.833333333333333,6.15,1.51,44.25,8.78048780487805,9.75609756097561,1,0
562,2020-04-11 12:54:00,0.49,50.0,171.0,156,7.566666666666666,5.95,1.36,223.1,7.929515418502203,10.084033613445378,1,0
561,2020-04-12 17:05:00,4.0,377.0,161.0,158,7.533333333333333,5.533333333333333,1.36,31.683333333333334,7.964601769911504,10.843373493975903,1,0
559,2020-04-14 11:05:00,7.0,619.0,156.0,158,7.483333333333333,6.0,1.36,55.766666666666666,8.017817371937639,10.0,1,0
558,2020-04-15 16:44:00,7.01,629.0,157.0,158,7.433333333333334,5.883333333333333,1.38,53.43333333333333,8.071748878923767,10.19830028328612,1,0
557,2020-04-16 14:30:00,2.01,197.0,157.0,156,7.866666666666667,6.366666666666666,1.31,15.766666666666667,7.627118644067796,9.424083769633508,1,0
556,2020-04-16 14:54:00,3.84,321.0,158.0,158,6.783333333333333,4.333333333333333,1.51,26.516666666666666,8.845208845208845,13.846153846153847,1,0
555,2020-04-16 15:27:00,2.49,260.0,170.0,156,7.733333333333333,6.566666666666666,1.33,22.65,7.758620689655173,9.137055837563452,1,0
554,2020-04-17 16:56:00,4.01,356.0,162.0,158,7.233333333333333,6.15,1.4,29.3,8.294930875576037,9.75609756097561,1,0
552,2020-04-18 12:59:00,3.01,268.0,160.0,160,7.283333333333333,5.933333333333334,1.39,22.666666666666668,8.237986270022883,10.112359550561797,1,0
551,2020-04-20 15:18:00,4.01,339.0,162.0,158,6.8,5.866666666666667,1.49,27.266666666666666,8.823529411764707,10.227272727272727,1,0
549,2020-05-06 13:17:00,1.04,83.0,154.0,160,6.583333333333333,5.4,1.53,412.7,9.113924050632912,11.11111111111111,1,0
548,2020-05-07 10:52:00,1.03,82.0,155.0,160,6.6,5.183333333333334,1.52,423.2,9.090909090909092,11.57556270096463,1,0
547,2020-06-13 10:54:00,2.01,166.0,165.0,160,7.916666666666667,7.083333333333333,1.27,15.866666666666667,7.578947368421052,8.470588235294118,1,0
546,2020-06-14 10:08:00,2.26,203.0,165.0,159,8.416666666666666,6.666666666666667,1.2,19.316666666666666,7.128712871287129,9.0,1,0
545,2020-06-18 08:02:00,1.47,125.0,162.0,154,7.933333333333334,7.333333333333333,1.32,11.666666666666666,7.563025210084033,8.181818181818182,1,0
544,2020-06-19 07:59:00,2.68,241.0,159.0,159,8.3,6.633333333333333,1.22,22.266666666666666,7.228915662650602,9.045226130653267,1,0
543,2020-06-20 09:00:00,2.97,264.0,164.0,157,7.866666666666667,6.983333333333333,1.3,23.316666666666666,7.627118644067796,8.591885441527447,1,0
542,2020-06-21 09:05:00,3.07,261.0,171.0,158,7.2,6.733333333333333,1.42,22.116666666666667,8.333333333333334,8.910891089108912,1,0
541,2020-06-22 08:06:00,2.97,282.0,164.0,158,8.233333333333333,7.183333333333334,1.24,24.983333333333334,7.287449392712551,8.352668213457076,1,0
540,2020-06-23 07:42:00,3.27,304.0,170.0,157,7.75,7.0,1.32,25.366666666666667,7.741935483870968,8.571428571428571,1,0
539,2020-06-24 18:06:00,3.5,322.0,173.0,158,7.566666666666666,6.833333333333333,1.34,26.5,7.929515418502203,8.78048780487805,1,0
538,2020-06-25 07:43:00,3.01,288.0,166.0,157,8.166666666666666,7.35,1.26,24.866666666666667,7.346938775510204,8.16326530612245,1,0
537,2020-06-26 07:44:00,4.29,387.0,167.0,158,7.65,7.0,1.33,32.88333333333333,7.8431372549019605,8.571428571428571,1,0
536,2020-06-27 14:54:00,4.03,367.0,168.0,156,7.683333333333334,6.65,1.34,30.95,7.809110629067245,9.022556390977444,1,0
535,2020-06-29 07:47:00,3.0,265.0,155.0,156,8.183333333333334,7.383333333333334,1.26,25.25,7.3319755600814664,8.126410835214447,1,0
534,2020-06-30 19:19:00,5.0,463.0,169.0,157,7.733333333333333,7.066666666666666,1.32,39.18333333333333,7.758620689655173,8.49056603773585,1,0
533,2020-07-01 08:11:00,3.44,325.0,159.0,159,8.366666666666667,6.966666666666667,1.21,28.75,7.171314741035856,8.61244019138756,1,0
532,2020-07-02 07:46:00,4.27,382.0,165.0,159,7.533333333333333,6.966666666666667,1.34,32.166666666666664,7.964601769911504,8.61244019138756,1,0
531,2020-07-03 17:50:00,3.52,317.0,169.0,158,7.316666666666666,6.4,1.39,26.583333333333332,8.200455580865604,9.375,1,0
530,2020-07-04 10:55:00,4.0,384.0,162.0,159,8.416666666666666,7.616666666666667,1.21,40.06666666666667,7.128712871287129,7.877461706783369,1,0
529,2020-07-05 11:50:00,4.63,423.0,166.0,158,7.666666666666667,6.85,1.33,36.56666666666667,7.826086956521739,8.75912408759124,1,0
528,2020-07-06 18:26:00,5.02,457.0,163.0,159,7.766666666666667,7.066666666666666,1.31,39.016666666666666,7.725321888412017,8.49056603773585,1,0
527,2020-07-07 06:38:00,0.99,84.0,142.0,156,8.45,7.75,1.22,503.4,7.100591715976332,7.741935483870968,1,0
526,2020-07-07 06:57:00,1.56,130.0,165.0,160,7.016666666666667,5.966666666666667,1.43,11.033333333333333,8.551068883610451,10.05586592178771,1,0
525,2020-07-07 07:14:00,0.7,58.0,160.0,158,7.116666666666666,5.7,1.43,306.7,8.430913348946136,10.526315789473683,1,0
524,2020-07-07 07:22:00,2.01,183.0,157.0,154,8.066666666666666,7.183333333333334,1.29,23.016666666666666,7.43801652892562,8.352668213457076,1,0
523,2020-07-08 07:00:00,4.01,387.0,161.0,159,8.166666666666666,7.0,1.24,32.68333333333333,7.346938775510204,8.571428571428571,1,0
522,2020-07-09 20:06:00,4.01,370.0,167.0,159,7.416666666666667,6.866666666666667,1.37,34.88333333333333,8.089887640449438,8.737864077669903,1,0
521,2020-07-10 19:27:00,5.02,450.0,163.0,159,7.383333333333334,6.983333333333333,1.37,40.733333333333334,8.126410835214447,8.591885441527447,1,0
520,2020-07-11 16:18:00,5.17,445.0,168.0,159,6.933333333333334,5.65,1.46,56.28333333333333,8.653846153846153,10.619469026548671,1,0
518,2020-07-12 10:36:00,6.01,574.0,168.0,158,7.516666666666667,6.6,1.35,50.43333333333333,7.982261640798226,9.090909090909092,1,0
517,2020-07-13 07:07:00,5.24,510.0,157.0,157,8.166666666666666,7.183333333333334,1.26,43.18333333333333,7.346938775510204,8.352668213457076,1,0
516,2020-07-14 07:38:00,5.67,531.0,156.0,158,7.866666666666667,7.166666666666667,1.29,44.733333333333334,7.627118644067796,8.372093023255813,1,0
515,2020-07-15 07:25:00,4.03,386.0,157.0,159,7.916666666666667,7.083333333333333,1.28,31.95,7.578947368421052,8.470588235294118,1,0
514,2020-07-16 07:21:00,3.04,281.0,156.0,158,7.666666666666667,7.266666666666667,1.33,23.266666666666666,7.826086956521739,8.256880733944953,1,0
511,2020-07-17 07:33:00,5.0,476.0,164.0,161,7.5,6.8,1.34,37.53333333333333,8.0,8.823529411764707,1,0
510,2020-07-18 09:41:00,7.55,729.0,168.0,159,7.533333333333333,6.6,1.34,59.95,7.964601769911504,9.090909090909092,1,0
509,2020-07-19 09:39:00,3.0,300.0,160.0,159,8.166666666666666,7.15,1.24,24.533333333333335,7.346938775510204,8.391608391608392,1,0
508,2020-07-20 07:41:00,6.43,672.0,167.0,158,8.266666666666667,7.2,1.23,53.55,7.258064516129031,8.333333333333334,1,0
506,2020-07-21 07:29:00,6.01,517.0,157.0,159,7.533333333333333,5.85,1.34,65.58333333333333,7.964601769911504,10.256410256410257,1,0
505,2020-07-22 07:04:00,5.13,466.0,152.0,159,8.083333333333334,7.233333333333333,1.25,41.483333333333334,7.422680412371133,8.294930875576037,1,0
504,2020-07-23 06:58:00,3.01,252.0,147.0,158,7.65,7.116666666666666,1.33,29.566666666666666,7.8431372549019605,8.430913348946136,1,0
503,2020-07-24 07:46:00,2.02,176.0,149.0,160,7.633333333333333,7.283333333333333,1.32,15.433333333333334,7.860262008733625,8.237986270022883,1,0
501,2020-07-24 21:38:00,1.71,172.0,157.0,158,8.1,4.166666666666667,1.26,22.433333333333334,7.407407407407407,14.399999999999999,1,0
500,2020-07-25 09:22:00,6.01,623.0,166.0,160,8.066666666666666,6.933333333333334,1.25,48.7,7.43801652892562,8.653846153846153,1,0
499,2020-07-26 08:56:00,4.0,382.0,148.0,157,8.866666666666667,6.933333333333334,1.16,38.45,6.7669172932330826,8.653846153846153,1,0
498,2020-07-27 07:41:00,5.01,478.0,165.0,159,7.6,6.95,1.33,39.583333333333336,7.894736842105264,8.633093525179856,1,0
497,2020-07-28 07:34:00,7.45,692.0,165.0,161,7.566666666666666,6.716666666666667,1.32,62.28333333333333,7.929515418502203,8.933002481389577,1,0
496,2020-07-29 07:52:00,5.03,479.0,171.0,160,7.35,6.566666666666666,1.37,36.93333333333333,8.16326530612245,9.137055837563452,1,0
495,2020-07-31 16:55:00,4.01,348.0,158.0,159,7.45,6.816666666666666,1.36,33.11666666666667,8.053691275167784,8.80195599022005,1,0
494,2020-08-01 10:39:00,5.0,477.0,164.0,161,7.75,7.233333333333333,1.29,38.75,7.741935483870968,8.294930875576037,1,0
493,2020-08-02 10:04:00,4.05,395.0,167.0,160,7.783333333333333,6.833333333333333,1.3,31.516666666666666,7.7087794432548185,8.78048780487805,1,0
492,2020-08-03 07:28:00,5.02,474.0,163.0,161,7.766666666666667,7.083333333333333,1.29,38.95,7.725321888412017,8.470588235294118,1,0
491,2020-08-04 18:03:00,2.01,174.0,160.0,158,7.25,6.866666666666667,1.4,14.55,8.275862068965518,8.737864077669903,1,0
490,2020-08-04 18:25:00,4.42,408.0,173.0,160,7.016666666666667,6.166666666666667,1.43,31.816666666666666,8.551068883610451,9.72972972972973,1,0
489,2020-08-04 19:00:00,1.0,97.0,161.0,156,7.9,7.416666666666667,1.3,487.1,7.594936708860759,8.089887640449438,1,0
488,2020-08-06 08:07:00,4.19,407.0,164.0,161,7.933333333333334,6.966666666666667,1.26,34.55,7.563025210084033,8.61244019138756,1,0
487,2020-08-06 08:45:00,0.24,18.0,126.0,136,8.966666666666667,4.233333333333333,1.32,551.2,6.691449814126394,14.173228346456693,1,0
486,2020-08-07 18:11:00,2.03,189.0,156.0,158,7.883333333333333,6.866666666666667,1.29,15.966666666666667,7.6109936575052854,8.737864077669903,1,0
485,2020-08-07 18:42:00,4.0,360.0,172.0,164,6.883333333333333,6.333333333333333,1.42,28.35,8.716707021791768,9.473684210526317,1,0
483,2020-08-08 12:11:00,4.01,387.0,163.0,160,7.833333333333333,6.733333333333333,1.28,31.416666666666668,7.659574468085107,8.910891089108912,1,0
482,2020-08-09 08:29:00,7.01,692.0,164.0,160,8.1,7.233333333333333,1.24,58.8,7.407407407407407,8.294930875576037,1,0
481,2020-08-11 08:30:00,6.01,457.0,156.0,161,6.616666666666667,2.65,1.51,97.6,9.06801007556675,22.641509433962266,1,0
480,2020-08-12 09:27:00,7.01,669.0,159.0,160,7.983333333333333,6.366666666666666,1.26,58.03333333333333,7.515657620041754,9.424083769633508,1,0
479,2020-08-13 10:21:00,4.01,379.0,166.0,160,7.35,6.6,1.37,29.466666666666665,8.16326530612245,9.090909090909092,1,0
478,2020-08-14 09:55:00,5.01,460.0,162.0,160,7.416666666666667,6.283333333333333,1.36,53.56666666666667,8.089887640449438,9.549071618037136,1,0
477,2020-08-14 10:54:00,1.0,109.0,166.0,155,8.566666666666666,7.666666666666667,1.22,538.4,7.003891050583658,7.826086956521739,1,0
476,2020-08-15 07:41:00,4.06,382.0,156.0,159,8.083333333333334,7.016666666666667,1.25,37.5,7.422680412371133,8.551068883610451,1,0
475,2020-08-16 07:59:00,7.14,690.0,166.0,159,7.75,7.0,1.3,65.4,7.741935483870968,8.571428571428571,1,0
474,2020-08-17 07:39:00,4.99,487.0,166.0,159,7.75,7.0,1.31,39.3,7.741935483870968,8.571428571428571,1,0
472,2020-08-18 07:00:00,6.82,579.0,156.0,160,7.566666666666666,6.15,1.33,68.08333333333333,7.929515418502203,9.75609756097561,1,0
471,2020-08-19 08:49:00,5.0,475.0,165.0,157,7.566666666666666,6.733333333333333,1.35,38.0,7.929515418502203,8.910891089108912,1,0
470,2020-08-20 07:37:00,4.01,358.0,157.0,159,7.566666666666666,6.9,1.34,30.6,7.929515418502203,8.695652173913043,1,0
469,2020-08-21 07:55:00,2.06,203.0,158.0,156,8.133333333333333,7.583333333333333,1.27,17.416666666666668,7.3770491803278695,7.912087912087912,1,0
468,2020-08-31 12:59:00,1.69,178.0,163.0,152,8.516666666666667,7.483333333333333,1.24,19.566666666666666,7.045009784735812,8.017817371937639,1,0
467,2020-09-02 09:01:00,2.21,235.0,163.0,154,8.65,7.666666666666667,1.21,19.166666666666668,6.936416184971098,7.826086956521739,1,0
466,2020-09-03 07:40:00,2.03,189.0,147.0,152,8.733333333333333,6.3,1.21,40.56666666666667,6.870229007633588,9.523809523809524,1,0
465,2020-09-05 12:55:00,4.22,444.0,165.0,156,8.566666666666666,5.45,1.21,45.016666666666666,7.003891050583658,11.009174311926605,1,0
464,2020-09-07 19:15:00,3.47,372.0,166.0,155,8.583333333333334,6.083333333333333,1.21,29.766666666666666,6.990291262135922,9.863013698630137,1,0
463,2020-09-08 11:16:00,2.54,238.0,156.0,156,8.083333333333334,7.0,1.28,21.716666666666665,7.422680412371133,8.571428571428571,1,0
462,2020-09-09 09:37:00,3.7,358.0,168.0,156,7.766666666666667,5.983333333333333,1.33,30.566666666666666,7.725321888412017,10.027855153203342,1,0
461,2020-09-10 08:11:00,5.85,533.0,164.0,158,7.583333333333333,6.883333333333333,1.35,45.5,7.912087912087912,8.716707021791768,1,0
460,2020-09-11 09:27:00,0.28,20.0,135.0,157,7.933333333333334,7.566666666666666,1.29,131.4,7.563025210084033,7.929515418502203,1,0
459,2020-09-12 09:48:00,7.11,674.0,164.0,158,8.1,7.116666666666666,1.26,72.91666666666667,7.407407407407407,8.430913348946136,1,0
458,2020-09-14 09:43:00,3.97,362.0,162.0,156,7.733333333333333,7.116666666666666,1.34,33.5,7.758620689655173,8.430913348946136,1,0
457,2020-09-15 09:24:00,6.34,589.0,166.0,157,7.716666666666667,7.083333333333333,1.33,52.96666666666667,7.775377969762419,8.470588235294118,1,0
456,2020-09-16 10:09:00,5.03,463.0,166.0,159,7.583333333333333,6.716666666666667,1.34,39.15,7.912087912087912,8.933002481389577,1,0
455,2020-09-17 08:34:00,5.07,438.0,163.0,161,7.316666666666666,6.433333333333334,1.37,38.21666666666667,8.200455580865604,9.32642487046632,1,0
454,2020-09-18 08:28:00,4.21,383.0,162.0,157,7.733333333333333,7.0,1.32,36.483333333333334,7.758620689655173,8.571428571428571,1,0
453,2020-09-19 08:28:00,8.06,704.0,159.0,159,8.183333333333334,6.733333333333333,1.24,65.98333333333333,7.3319755600814664,8.910891089108912,1,0
452,2020-09-20 16:26:00,3.47,305.0,154.0,156,8.0,6.4,1.29,31.266666666666666,7.5,9.375,1,0
451,2020-09-22 07:36:00,2.06,171.0,155.0,159,7.35,6.65,1.38,18.45,8.16326530612245,9.022556390977444,1,0
450,2020-09-22 08:02:00,3.34,308.0,148.0,163,6.65,5.883333333333333,1.49,22.383333333333333,9.022556390977444,10.19830028328612,1,0
449,2020-09-22 08:28:00,1.56,150.0,152.0,157,8.633333333333333,6.883333333333333,1.19,16.166666666666668,6.94980694980695,8.716707021791768,1,0
448,2020-09-23 11:04:00,6.56,525.0,151.0,156,7.733333333333333,6.35,1.33,57.56666666666667,7.758620689655173,9.448818897637796,1,0
447,2020-09-24 08:58:00,6.01,499.0,153.0,158,7.7,6.416666666666667,1.32,46.38333333333333,7.792207792207792,9.35064935064935,1,0
446,2020-09-25 07:40:00,2.37,220.0,153.0,155,7.766666666666667,6.15,1.34,18.633333333333333,7.725321888412017,9.75609756097561,1,0
445,2020-09-25 08:01:00,2.96,260.0,156.0,163,7.566666666666666,4.55,1.31,22.366666666666667,7.929515418502203,13.186813186813188,1,0
444,2020-09-25 08:28:00,1.81,161.0,138.0,158,7.816666666666666,7.2,1.31,14.15,7.67590618336887,8.333333333333334,1,0
443,2020-09-26 07:38:00,3.23,292.0,151.0,159,7.45,6.433333333333334,1.36,24.05,8.053691275167784,9.32642487046632,1,0
442,2020-09-27 16:46:00,4.31,379.0,149.0,154,7.883333333333333,6.466666666666667,1.33,46.68333333333333,7.6109936575052854,9.278350515463917,1,0
441,2020-09-28 13:13:00,5.02,462.0,158.0,158,7.533333333333333,6.55,1.35,37.81666666666667,7.964601769911504,9.160305343511451,1,0
440,2020-09-29 08:14:00,2.01,181.0,154.0,157,7.366666666666666,5.983333333333333,1.39,15.533333333333333,8.144796380090499,10.027855153203342,1,0
439,2020-09-29 08:33:00,3.69,321.0,158.0,162,6.566666666666666,5.733333333333333,1.51,24.183333333333334,9.137055837563452,10.465116279069766,1,0
438,2020-09-29 08:59:00,2.14,211.0,159.0,161,8.033333333333333,7.35,1.25,17.2,7.468879668049793,8.16326530612245,1,0
437,2020-09-30 08:08:00,7.09,657.0,156.0,160,7.616666666666667,6.85,1.33,54.43333333333333,7.877461706783369,8.75912408759124,1,0
436,2020-10-01 08:07:00,6.01,589.0,156.0,158,8.466666666666667,3.466666666666667,1.2,56.25,7.086614173228346,17.307692307692307,1,0
435,2020-10-04 13:25:00,2.44,217.0,154.0,160,7.516666666666667,6.7,1.34,20.55,7.982261640798226,8.955223880597014,1,0
434,2020-10-05 08:15:00,6.0,551.0,162.0,161,7.4,5.6,1.35,45.6,8.108108108108107,10.714285714285715,1,0
433,2020-10-06 07:36:00,2.02,194.0,151.0,158,7.983333333333333,6.75,1.27,18.183333333333334,7.515657620041754,8.88888888888889,1,0
432,2020-10-06 08:11:00,1.82,145.0,164.0,166,6.183333333333334,5.216666666666667,1.57,11.283333333333333,9.703504043126685,11.501597444089457,1,0
431,2020-10-06 08:28:00,3.99,315.0,154.0,165,5.916666666666667,5.183333333333334,1.65,32.083333333333336,10.140845070422534,11.57556270096463,1,0
429,2020-10-07 08:11:00,7.0,689.0,154.0,158,8.083333333333334,6.233333333333333,1.26,59.46666666666667,7.422680412371133,9.62566844919786,1,0
428,2020-10-08 07:54:00,5.25,494.0,157.0,159,7.8,6.383333333333334,1.3,41.416666666666664,7.6923076923076925,9.39947780678851,1,0
426,2020-10-09 07:26:00,2.02,199.0,151.0,156,8.4,7.083333333333333,1.23,17.2,7.142857142857142,8.470588235294118,1,0
425,2020-10-09 07:57:00,5.88,512.0,169.0,164,6.616666666666667,5.266666666666667,1.48,38.9,9.06801007556675,11.39240506329114,1,0
424,2020-10-09 08:40:00,2.03,187.0,148.0,158,7.916666666666667,7.133333333333334,1.29,20.1,7.578947368421052,8.411214953271028,1,0
422,2020-10-12 07:42:00,6.02,532.0,153.0,153,8.083333333333334,3.6666666666666665,1.31,62.68333333333333,7.422680412371133,16.363636363636363,1,0
421,2020-10-13 07:16:00,2.66,230.0,143.0,157,8.216666666666667,5.966666666666667,1.25,38.483333333333334,7.302231237322515,10.05586592178771,1,0
420,2020-10-13 08:08:00,4.34,380.0,166.0,145,6.933333333333334,5.233333333333333,1.58,35.13333333333333,8.653846153846153,11.464968152866241,1,0
419,2020-10-13 08:49:00,1.98,185.0,147.0,154,8.45,6.783333333333333,1.24,25.4,7.100591715976332,8.845208845208845,1,0
418,2020-10-14 08:38:00,7.61,667.0,147.0,159,8.6,6.7,1.18,66.36666666666666,6.976744186046512,8.955223880597014,1,0
417,2020-10-15 07:46:00,5.18,446.0,151.0,159,7.716666666666667,4.116666666666666,1.31,45.96666666666667,7.775377969762419,14.574898785425102,1,0
416,2020-10-15 16:23:00,2.01,174.0,152.0,162,7.333333333333333,6.833333333333333,1.35,14.716666666666667,8.181818181818182,8.78048780487805,1,0
415,2020-10-16 07:15:00,3.04,300.0,155.0,155,8.3,2.4333333333333336,1.24,41.56666666666667,7.228915662650602,24.65753424657534,1,0
414,2020-10-16 08:00:00,3.93,286.0,152.0,167,6.55,4.866666666666667,1.47,39.766666666666666,9.160305343511451,12.32876712328767,1,0
413,2020-10-16 08:46:00,2.06,218.0,157.0,158,8.416666666666666,7.566666666666666,1.21,17.983333333333334,7.128712871287129,7.929515418502203,1,0
412,2020-10-17 13:30:00,2.89,288.0,147.0,155,9.083333333333334,7.366666666666666,1.14,31.183333333333334,6.605504587155963,8.144796380090499,1,0
411,2020-10-18 08:47:00,10.93,923.0,155.0,165,7.466666666666667,6.75,1.31,81.75,8.035714285714285,8.88888888888889,1,0
410,2020-10-19 07:35:00,4.86,444.0,154.0,162,7.583333333333333,3.6,1.31,38.35,7.912087912087912,16.666666666666668,1,0
409,2020-10-20 07:18:00,2.47,229.0,147.0,159,8.083333333333334,6.933333333333334,1.25,34.28333333333333,7.422680412371133,8.653846153846153,1,0
405,2020-10-20 09:05:00,2.13,224.0,161.0,164,8.05,7.35,1.22,17.15,7.453416149068322,8.16326530612245,1,0
